iter	RMSE
119	0.02244262377
120	0.02238668345
121	0.02236404749
122	0.02228670262
123	0.02223969433
124	0.02218516137
125	0.02210763146
126	0.0220542532
127	0.02200033311
128	0.02193243662
129	0.02184776487
130	0.02180433415
131	0.02176308027
132	0.02174680692
133	0.02171082376
134	0.02167023549
135	0.02163949804
136	0.02157002213
137	0.02151044484
138	0.02145594836
139	0.02142807227
140	0.02137583797
141	0.02132416902
142	0.02125468003
143	0.02118847342
144	0.0211430893
145	0.02111846807
146	0.02106001387
147	0.02100873261
148	0.02095922653
149	0.0209080283
150	0.02086685557
151	0.02083907341
152	0.02082159961
153	0.02079208254
154	0.02075942288
155	0.02071415633
156	0.02064951543
157	0.02060846003
158	0.02057317368
159	0.0204999251
160	0.02048037993
161	0.02041156992
162	0.02036405437
163	0.02032733947
164	0.02029324918
165	0.02023049302
166	0.02018549651
167	0.02014738424
168	0.02010844857
169	0.02009255562
170	0.02006336155
171	0.02003675703
172	0.02000501915
173	0.01996668642
174	0.01992040904
175	0.01987555884
176	0.01981046824
177	0.01976386922
178	0.01972467437
179	0.01968048978
180	0.01963258053
181	0.01958886473
182	0.01955726826
183	0.01952464472
184	0.01949903064
185	0.01943621195
186	0.01940951854
187	0.01934175942
188	0.01929396294
189	0.01923784409
190	0.01922088978
191	0.01918543308
192	0.0191293942
193	0.01909627167
194	0.01908895861
195	0.01904460961
196	0.01900147719
197	0.01897534833
198	0.01892179311
199	0.01888475132
200	0.01884852095
201	0.01881166981
202	0.01880432048
203	0.0187599954
204	0.01874435177
205	0.01870771443
206	0.01869863045
207	0.01865601726
208	0.01864114018
209	0.01861134613
210	0.01857904805
211	0.01854005664
212	0.01852592796
213	0.01850551743
214	0.01849666832
215	0.01844594645
216	0.01840167422
217	0.01836433568
218	0.01833678964
219	0.01833076046
220	0.01830051593
221	0.01826164362
222	0.01825574015
223	0.01821143281
224	0.01819043574
225	0.01815086465
226	0.01813799228
227	0.01810167793
228	0.01806015018
229	0.01804289281
230	0.01801448455
231	0.01799805786
232	0.01797102319
233	0.01793881648
234	0.0179188066
235	0.01787038087
236	0.01784872031
237	0.01780898313
238	0.0177567778
239	0.01772291821
240	0.01768645359
241	0.01768156115
242	0.01767678175
243	0.01762858412
244	0.01762207233
245	0.01761302729
246	0.01757564464
247	0.01753893916
248	0.01750787622
249	0.01750318989
250	0.01746159395
251	0.01743604656
252	0.01743180806
253	0.01739339534
254	0.0173752101
255	0.01732842355
256	0.01728258244
257	0.01726809258
258	0.01725098077
259	0.01722750083
260	0.01720150076
261	0.0171778463
262	0.01716274899
263	0.01714036328
264	0.01709166897
265	0.01707006638
266	0.01703083652
267	0.01698848474
268	0.01696408277
269	0.01691938181
270	0.01688057403
271	0.01684792792
272	0.01681869556
273	0.01679795032
274	0.01677283547
275	0.01676259217
276	0.01674189261
277	0.01670860719
278	0.01667653598
279	0.01665703075
280	0.01663819199
281	0.0166029646
282	0.0165557134
283	0.01653907692
284	0.01649627394
285	0.01646535901
286	0.01643778217
287	0.01641999798
288	0.01640150174
289	0.01636689008
290	0.0163462982
291	0.01632887319
292	0.01630465977
293	0.01627857891
294	0.01624252704
295	0.01621889196
296	0.01620250504
297	0.0161723348
298	0.01615656446
299	0.01613645811
300	0.0160866688
301	0.01607302729
302	0.01603532194
303	0.01600769817
304	0.01597701658
305	0.01597018151
306	0.01596617489
307	0.01595633713
308	0.01594984953
309	0.01591139617
310	0.01588633949
311	0.01587386536
312	0.01584930462
313	0.01583719083
314	0.0158199364
315	0.015783661
316	0.01576625067
317	0.01576053124
318	0.01575537884
319	0.01574653897
320	0.01571685353
321	0.01570321809
322	0.01567649164
323	0.01564145005
324	0.01561356579
325	0.01558495574
326	0.01556111503
327	0.01553925433
328	0.01551458249
329	0.01549431743
330	0.01548646339
331	0.01547807201
332	0.0154499973
333	0.01542682233
334	0.01542157343
335	0.01539176101
336	0.01537268655
337	0.01536819594
338	0.01535181671
339	0.01532569401
340	0.01528702521
341	0.01525317275
342	0.01523735568
343	0.01521942163
344	0.01519775378
345	0.01517225847
346	0.01516970255
347	0.0151677251
348	0.01513699027
349	0.0151318723
350	0.01512900408
351	0.0151109508
352	0.01509609623
353	0.01506821087
354	0.01505193297
355	0.01501990459
356	0.01501485481
357	0.01499338321
358	0.01498247224
359	0.01496814073
360	0.0149639823
361	0.01493046223
362	0.01492618902
363	0.01491756713
364	0.01491387623
365	0.01488578366
366	0.01488005239
367	0.01485904091
368	0.01484343401
369	0.01482048201
370	0.01479254518
371	0.01477337928
372	0.01475862822
373	0.01473658114
374	0.01473222722
375	0.01471042636
376	0.01470423472
377	0.01469446553
378	0.01468081176
379	0.014676185
380	0.01465465958
381	0.01462739292
382	0.01459988706
383	0.0145729986
384	0.01455159395
385	0.01454699434
386	0.01452740745
387	0.01452276766
388	0.01451968831
389	0.01449766165
390	0.01448037557
391	0.01445684721
392	0.0144440119
393	0.01443691774
394	0.01441489018
395	0.01440130697
396	0.01439717515
397	0.01439391038
398	0.01437513113
399	0.01436125108
400	0.01434156595
401	0.01432373991
402	0.01430423218
403	0.01430266361
404	0.01427939012
405	0.01425861325
406	0.01423914459
407	0.01422121011
408	0.01421304622
409	0.01419408209
410	0.01417327541
411	0.01414467421
412	0.01413613505
413	0.01411077945
414	0.01408721744
415	0.01407977214
416	0.01406452957
417	0.0140437704
418	0.01401986045
419	0.01401628087
420	0.0139891389
421	0.01397460536
422	0.01397120616
423	0.01394730078
424	0.01391835237
425	0.01390277875
426	0.01388767141
427	0.01387074174
428	0.01386010447
429	0.01384423013
430	0.01382640503
431	0.01381639812
432	0.01380007999
433	0.01377948496
434	0.01377182707
435	0.01375682297
436	0.01374673198
437	0.01372922748
438	0.01370964351
439	0.01369192395
440	0.01368373719
441	0.01365735528
442	0.01364731101
443	0.01364404974
444	0.01362362709
445	0.01361460834
446	0.013611495
447	0.01359579306
448	0.0135863135
449	0.01358329458
450	0.01357403205
451	0.01356504452
452	0.01354931688
453	0.01353866439
454	0.01353004227
455	0.01352724814
456	0.0135008222
457	0.01349251928
458	0.0134848789
459	0.01346906126
460	0.01345392405
461	0.01344601843
462	0.0134343005
463	0.01341737122
464	0.01340949942
465	0.01340179945
466	0.01337992733
467	0.01336612989
468	0.0133522279
469	0.01332443971
470	0.01330782999
471	0.0132948216
472	0.01328000946
473	0.01326214069
474	0.01325530411
475	0.01324537258
476	0.01323785921
477	0.01323017343
478	0.01321925012
479	0.01321620805
480	0.01320198031
481	0.0131890278
482	0.01318094874
483	0.01316155168
484	0.01315432164
485	0.01312866178
486	0.01310821034
487	0.01310230748
488	0.0130883984
489	0.0130720949
490	0.01306432176
491	0.01304822487
492	0.01303648947
493	0.01302804893
494	0.01302212766
495	0.01301473539
496	0.01299828123
497	0.01298697569
498	0.01297396805
499	0.0129545849
500	0.0129490645
501	0.01292722979
502	0.0129204149
503	0.012915619
504	0.01289733204
505	0.01287742836
506	0.01287087265
507	0.01286147919
508	0.01283785842
509	0.01281751092
510	0.01279970169
511	0.0127888399
512	0.01277861561
513	0.01276548365
514	0.01274039224
515	0.01272820191
516	0.01271809344
517	0.01271006915
518	0.01270055778
519	0.01268523417
520	0.01267901038
521	0.01267596512
522	0.01266884143
523	0.01265169507
524	0.01264886371
525	0.01263858357
526	0.0126263651
527	0.01261000462
528	0.01260193128
529	0.01257476357
530	0.0125638095
531	0.01254584016
532	0.01252959909
533	0.01251691385
534	0.0125107004
535	0.01250289477
536	0.01248958118
537	0.01247444759
538	0.01247320121
539	0.01246869262
540	0.01245633115
541	0.01245487971
542	0.01243507485
543	0.01243310814
544	0.01243089668
545	0.0124269763
546	0.01242297134
547	0.01240981741
548	0.0124048425
549	0.0123873871
550	0.01237066322
551	0.01235810461
552	0.01235107368
553	0.01234950399
554	0.01234545726
555	0.01233077808
556	0.01232673921
557	0.01230865139
558	0.0122966682
559	0.01229537012
560	0.0122872672
561	0.01228601449
562	0.01228233396
563	0.01226894314
564	0.01226418739
565	0.01226304259
566	0.01225541253
567	0.01224415279
568	0.01224060312
569	0.01223235288
570	0.01222372199
571	0.01220584995
572	0.01219636728
573	0.01218153669
574	0.01216160161
575	0.01215662136
576	0.01214813885
577	0.01213520455
578	0.01212857517
579	0.01211879255
580	0.01211625319
581	0.01210625378
582	0.01210437128
583	0.01209906887
584	0.01209632743
585	0.01209245705
586	0.01207567136
587	0.01206347828
588	0.01205573195
589	0.01205395063
590	0.01204585394
591	0.01204414297
592	0.01204305682
593	0.01203461595
594	0.01203307747
595	0.01202901872
596	0.01201474521
597	0.01201322277
598	0.01200910441
599	0.01200767018
600	0.01200473386
601	0.01199599638
602	0.01199084529
603	0.01198758
604	0.01198000649
605	0.01197893887
606	0.01196729945
607	0.01195401855
608	0.01194595629
609	0.01193615967
610	0.01193299252
611	0.01192325757
612	0.01191564018
613	0.01190661348
614	0.01190322817
615	0.01189664798
616	0.01189229437
617	0.01188091658
618	0.01185963762
619	0.01184781882
620	0.01184022842
621	0.01183932401
622	0.01183556647
623	0.01182520513
624	0.01181982641
625	0.01180264079
626	0.01179300792
627	0.01178324511
628	0.01177318743
629	0.01176805306
630	0.01175672556
631	0.01174092644
632	0.01172919349
633	0.01172274971
634	0.01170673438
635	0.01169849262
636	0.01168656169
637	0.01167545338
638	0.01167123031
639	0.01165931248
640	0.01165809362
641	0.01165348619
642	0.01163798036
643	0.01163698384
644	0.01163230055
645	0.01161683688
646	0.01159959492
647	0.01158994912
648	0.01158790096
649	0.01157740883
650	0.01157480951
651	0.01157033672
652	0.01156703094
653	0.01155386411
654	0.01154190587
655	0.01153812127
656	0.01153581644
657	0.01153511047
658	0.0115255342
659	0.01152283336
660	0.011522005
661	0.01151514406
662	0.01150652728
663	0.01149677474
664	0.01149039567
665	0.01148210572
666	0.01148118738
667	0.01148030939
668	0.01147706729
669	0.01147255405
670	0.01146505617
671	0.01145475404
672	0.01144822846
673	0.01144089505
674	0.01143365793
675	0.01143193343
676	0.01142818676
677	0.01142365413
678	0.01141682373
679	0.01140660126
680	0.0113932933
681	0.01139165501
682	0.0113808516
683	0.01138046036
684	0.0113726308
685	0.01136656234
686	0.01135477689
687	0.01135013008
688	0.01134170882
689	0.0113329381
690	0.01132460429
691	0.01132169991
692	0.01131729839
693	0.01131652677
694	0.01131192419
695	0.01131146323
696	0.01130342155
697	0.01129314387
698	0.01129276512
699	0.0112819891
700	0.01127773013
701	0.01126775248
702	0.01125842096
703	0.01124714132
704	0.01124150607
705	0.01122899156
706	0.0112265655
707	0.0112258217
708	0.01121314682
709	0.01120285611
710	0.01119921208
711	0.01118883092
712	0.01117948913
713	0.0111655976
714	0.01116499165
715	0.011156034
716	0.01115301887
717	0.01114901881
718	0.01114423638
719	0.01113505004
720	0.01112700962
721	0.01112076384
722	0.01111990361
723	0.01110982974
724	0.01109932379
725	0.01109393746
726	0.01108919122
727	0.01108554286
728	0.01108146036
729	0.01107749083
730	0.01107478032
731	0.011065186
732	0.01105413376
733	0.01103869093
734	0.0110315365
735	0.01102380443
736	0.01101665795
737	0.01101396355
738	0.0110108989
739	0.0109967832
740	0.01098557733
741	0.01098350157
742	0.01097665754
743	0.01097190603
744	0.01096196833
745	0.0109511798
746	0.01094358908
747	0.01093349595
748	0.01092148771
749	0.01091017751
750	0.0108985504
751	0.01089745751
752	0.01089558856
753	0.01088350708
754	0.01087130509
755	0.01086396043
756	0.01086071814
757	0.01085462982
758	0.0108525846
759	0.01084457849
760	0.01083161274
761	0.01082041809
762	0.01081035788
763	0.01079854313
764	0.01079134758
765	0.01078951445
766	0.0107892278
767	0.01077843924
768	0.01077098736
769	0.01076308506
770	0.01075260808
771	0.0107487872
772	0.01074259195
773	0.01073136177
774	0.01072749861
775	0.01072250258
776	0.01071745639
777	0.01071552309
778	0.01070759562
779	0.01070381525
780	0.01069678399
781	0.01069152615
782	0.01068750601
783	0.01068386535
784	0.01067750246
785	0.01066906558
786	0.01066239454
787	0.01065945273
788	0.01064952993
789	0.01063845348
790	0.01063503237
791	0.0106323682
792	0.01062621416
793	0.01061999139
794	0.01061257048
795	0.01060523466
796	0.01060016441
797	0.01058897766
798	0.01058616701
799	0.01058450645
800	0.01058043534
801	0.01057744033
802	0.0105712315
803	0.01056318668
804	0.01055700888
805	0.0105528467
806	0.01054592252
807	0.01054563195
808	0.01054409797
809	0.01053575848
810	0.01053418832
811	0.0105272931
812	0.01051208701
813	0.01050432925
814	0.01050313514
815	0.01049528972
816	0.0104864718
817	0.01048035675
818	0.01047493856
819	0.01046348011
820	0.01045636053
821	0.0104419928
822	0.01043667871
823	0.01042865091
824	0.0104240424
825	0.01042148626
826	0.01040929492
827	0.01040101555
828	0.01039669634
829	0.01039018266
830	0.01038610868
831	0.01038118934
832	0.01037670192
833	0.01036619068
834	0.01035399513
835	0.01034454123
836	0.01033888404
837	0.01033679235
838	0.01032392526
839	0.01032158194
840	0.0103121874
841	0.01030285254
842	0.01029993772
843	0.01029967642
844	0.01028424696
845	0.01028127928
846	0.01027116466
847	0.01026893899
848	0.01026106794
849	0.01025672953
850	0.01025631256
851	0.01025223932
852	0.01024837247
853	0.01023925278
854	0.01023151211
855	0.01022806792
856	0.0102188682
857	0.01021265634
858	0.01020856824
859	0.01019870625
860	0.01019069531
861	0.01018745615
862	0.01017802584
863	0.01016854992
864	0.01016038704
865	0.01015309867
866	0.01015018261
867	0.0101442206
868	0.0101395828
869	0.01013636524
870	0.01013288749
871	0.01012179017
872	0.01011063766
873	0.01010607878
874	0.01009348975
875	0.01009051289
876	0.01008251658
877	0.01007409108
878	0.0100644959
879	0.01005982032
880	0.01004776434
881	0.01004601885
882	0.01003918951
883	0.0100313813
884	0.01002738677
885	0.01002022331
886	0.01001525133
887	0.01000937968
888	0.01000201861
889	0.009999254343
890	0.009990631453
891	0.00998442466
892	0.009975967308
893	0.009963861429
894	0.0099571979
895	0.009947795661
896	0.009945936202
897	0.009936412576
898	0.009930942563
899	0.009927679852
900	0.009922680221
901	0.009917390541
902	0.009909717227
903	0.009905791894
904	0.009902518066
905	0.009892677424
906	0.009889617384
907	0.009886764342
908	0.009882252919
909	0.009876696804
910	0.009865309647
911	0.009864925129
912	0.009861798883
913	0.009854498913
914	0.009853724877
915	0.00984686199
916	0.00983468076
917	0.009833066223
918	0.009830599774
919	0.009825128738
920	0.00981772103
921	0.00980813178
922	0.009803685667
923	0.009797586953
924	0.009794695323
925	0.009790425879
926	0.009784404787
927	0.009774871525
928	0.009773675486
929	0.009770654732
930	0.009765312019
931	0.009755505931
932	0.009752367309
933	0.009752105135
934	0.009747313854
935	0.009746653029
936	0.009743882824
937	0.009738355093
938	0.009735164605
939	0.009728478084
940	0.009723146912
941	0.009718587275
942	0.009709851185
943	0.009704642732
944	0.009702418532
945	0.009695744456
946	0.009687551999
947	0.009684161831
948	0.009673262311
949	0.009664315525
950	0.009659468199
951	0.00965184761
952	0.009646463347
953	0.009638960547
954	0.009635263143
955	0.009634849181
956	0.009626121814
957	0.009625856679
958	0.009625490143
959	0.009621956576
960	0.009616934854
961	0.009612491669
962	0.009603169254
963	0.009600385771
964	0.009597150135
965	0.009591554649
966	0.00958577034
967	0.00957840633
968	0.009572910797
969	0.009567249628
970	0.00956114207
971	0.009552370531
972	0.009548586156
973	0.00954537262
974	0.009538277959
975	0.009526526112
976	0.009524977944
977	0.009519003387
978	0.009512980957
979	0.009508912565
980	0.00950202297
981	0.009491922588
982	0.009489998733
983	0.00947933103
984	0.009479173371
985	0.009472503505
986	0.009464353337
987	0.009460345817
988	0.00945360278
989	0.009444414724
990	0.009439574974
991	0.009438169855
992	0.009431161394
993	0.009430370232
994	0.009423039476
995	0.009417576017
996	0.009411736846
997	0.009409341321
998	0.009400624861
999	0.009394388502
